Image,PID,Group,Age,Gender,ClickX,ClickY,Click
1,215,B,37,Female,245,1467,"(245, 1467)"
1,301,B,19,Male,867,979,"(867, 979)"
1,194,B,57,Female,1041,1876,"(1041, 1876)"
1,335,B,21,Female,892,710,"(892, 710)"
1,241,B,60,Male,417,1241,"(417, 1241)"
1,247,B,22,Female,852,700,"(852, 700)"
1,286,B,29,Female,548,957,"(548, 957)"
1,55,B,18,Male,163,481,"(163, 481)"
1,294,B,23,Male,842,721,"(842, 721)"
1,99,B,46,Female,641,1875,"(641, 1875)"
1,107,B,56,Female,476,610,"(476, 610)"
1,49,B,41,Male,561,950,"(561, 950)"
1,341,B,18,Female,874,895,"(874, 895)"
1,253,B,20,Male,443,1202,"(443, 1202)"
1,152,B,45,Female,873,944,"(873, 944)"
1,274,B,60,Female,283,594,"(283, 594)"
1,257,B,51,Male,883,668,"(883, 668)"
1,182,B,40,Female,636,1860,"(636, 1860)"
1,309,B,19,Female,318,1444,"(318, 1444)"
1,308,B,18,Male,720,1400,"(720, 1400)"
1,271,B,22,Male,804,695,"(804, 695)"
1,339,B,51,Female,774,1842,"(774, 1842)"
1,168,B,55,Male,640,596,"(640, 596)"
1,282,B,38,Female,724,737,"(724, 737)"
1,21,B,43,Female,444,627,"(444, 627)"
1,261,B,34,Male,992,1747,"(992, 1747)"
1,57,B,49,Female,103,95,"(103, 95)"
1,162,B,53,Female,870,671,"(870, 671)"
1,280,B,51,Female,253,797,"(253, 797)"
