Image,PID,Group,Age,Gender,ClickX,ClickY,Click
9,367,A,20,Male,884,145,"(884, 145)"
9,144,A,22,Male,1322,254,"(1322, 254)"
9,298,A,37,Female,1377,788,"(1377, 788)"
9,169,A,61,Female,730,262,"(730, 262)"
9,17,A,52,Female,974,842,"(974, 842)"
9,26,A,39,Female,912,235,"(912, 235)"
9,342,A,18,Male,909,232,"(909, 232)"
9,100,A,16,Female,788,237,"(788, 237)"
9,177,A,36,Female,715,283,"(715, 283)"
9,91,A,52,Female,930,257,"(930, 257)"
9,148,A,42,Female,616,870,"(616, 870)"
9,187,A,45,Female,881,257,"(881, 257)"
9,124,A,59,Male,1393,256,"(1393, 256)"
9,72,A,26,Female,860,149,"(860, 149)"
9,119,A,35,Female,1070,1017,"(1070, 1017)"
9,353,A,20,Female,1055,836,"(1055, 836)"
9,317,A,18,Female,1427,621,"(1427, 621)"
9,44,A,17,Female,876,285,"(876, 285)"
9,232,A,17,Female,1271,285,"(1271, 285)"
9,233,A,22,Male,1002,737,"(1002, 737)"
9,77,A,23,Male,1180,416,"(1180, 416)"
9,106,A,51,Female,1188,894,"(1188, 894)"
9,332,A,22,Female,1493,267,"(1493, 267)"
9,64,A,22,Male,1328,839,"(1328, 839)"
9,311,A,27,Female,1197,1374,"(1197, 1374)"
9,36,A,23,Male,1278,273,"(1278, 273)"
9,130,A,42,Female,875,225,"(875, 225)"
9,150,A,35,Female,845,288,"(845, 288)"
9,83,A,51,Female,927,423,"(927, 423)"
9,166,A,28,Female,1088,758,"(1088, 758)"
9,51,A,25,Female,1346,807,"(1346, 807)"
9,199,A,56,Female,1301,273,"(1301, 273)"
9,16,A,20,Male,877,826,"(877, 826)"
9,69,A,22,Female,869,198,"(869, 198)"
