Image,PID,Group,Age,Gender,ClickX,ClickY,Click
6,164,A,54,Female,1004,578,"(1004, 578)"
6,189,A,44,Female,1330,612,"(1330, 612)"
6,181,A,54,Female,608,358,"(608, 358)"
6,14,A,20,Male,768,909,"(768, 909)"
6,1,A,20,Male,783,404,"(783, 404)"
6,89,A,20,Female,1171,561,"(1171, 561)"
6,200,A,31,Female,901,307,"(901, 307)"
6,325,A,18,Female,554,1322,"(554, 1322)"
6,110,A,22,Male,774,723,"(774, 723)"
6,75,A,63,Female,948,578,"(948, 578)"
6,175,A,43,Male,1355,254,"(1355, 254)"
6,145,A,19,Female,952,289,"(952, 289)"
6,292,A,54,Male,896,493,"(896, 493)"
6,312,A,18,Female,822,482,"(822, 482)"
6,122,A,39,Male,667,789,"(667, 789)"
6,173,A,41,Female,810,337,"(810, 337)"
6,319,A,27,Female,891,1002,"(891, 1002)"
6,190,A,48,Female,802,332,"(802, 332)"
6,305,A,20,Male,772,464,"(772, 464)"
6,217,A,32,Male,668,707,"(668, 707)"
6,287,A,21,Male,1341,368,"(1341, 368)"
6,196,A,28,Female,1390,607,"(1390, 607)"
6,59,A,15,Female,576,913,"(576, 913)"
6,234,A,21,Male,1281,946,"(1281, 946)"
6,80,A,19,Male,857,895,"(857, 895)"
6,53,A,20,Male,848,390,"(848, 390)"
6,131,A,54,Male,789,355,"(789, 355)"
6,299,A,39,Male,860,581,"(860, 581)"
6,204,A,40,Female,825,744,"(825, 744)"
6,141,A,21,Male,822,557,"(822, 557)"
6,143,A,56,Male,1328,305,"(1328, 305)"
6,219,A,24,Female,753,555,"(753, 555)"
6,97,A,50,Male,805,427,"(805, 427)"
6,34,A,20,Male,763,331,"(763, 331)"
6,235,A,43,Female,752,9,"(752, 9)"
6,39,A,21,Female,1261,663,"(1261, 663)"
6,230,A,55,Female,1275,623,"(1275, 623)"
6,15,A,52,Female,850,284,"(850, 284)"
6,128,A,20,Male,1019,560,"(1019, 560)"
6,160,A,24,Male,723,337,"(723, 337)"
6,121,A,58,Female,817,953,"(817, 953)"
6,307,A,19,Female,642,1153,"(642, 1153)"
6,32,A,54,Male,1328,650,"(1328, 650)"
6,8,A,30,Female,748,430,"(748, 430)"
6,367,A,20,Male,791,344,"(791, 344)"
6,144,A,22,Male,732,729,"(732, 729)"
6,298,A,37,Female,1377,300,"(1377, 300)"
6,169,A,61,Female,1360,672,"(1360, 672)"
6,17,A,52,Female,751,554,"(751, 554)"
6,26,A,39,Female,1483,129,"(1483, 129)"
6,342,A,18,Male,1356,265,"(1356, 265)"
6,100,A,16,Female,769,456,"(769, 456)"
6,177,A,36,Female,1376,677,"(1376, 677)"
6,91,A,52,Female,1349,647,"(1349, 647)"
6,148,A,42,Female,1270,582,"(1270, 582)"
6,187,A,45,Female,1196,1061,"(1196, 1061)"
6,124,A,59,Male,942,582,"(942, 582)"
6,72,A,26,Female,469,1009,"(469, 1009)"
6,119,A,35,Female,821,435,"(821, 435)"
6,317,A,18,Female,1471,479,"(1471, 479)"
6,44,A,17,Female,935,547,"(935, 547)"
6,232,A,17,Female,909,340,"(909, 340)"
6,233,A,22,Male,781,529,"(781, 529)"
6,77,A,23,Male,781,720,"(781, 720)"
6,106,A,51,Female,852,564,"(852, 564)"
6,332,A,22,Female,704,379,"(704, 379)"
6,64,A,22,Male,1323,323,"(1323, 323)"
6,311,A,27,Female,1725,1550,"(1725, 1550)"
6,36,A,23,Male,736,882,"(736, 882)"
6,130,A,42,Female,905,330,"(905, 330)"
6,150,A,35,Female,1451,1007,"(1451, 1007)"
6,83,A,51,Female,716,594,"(716, 594)"
6,166,A,28,Female,812,329,"(812, 329)"
6,51,A,25,Female,819,55,"(819, 55)"
6,199,A,56,Female,812,353,"(812, 353)"
6,16,A,20,Male,932,47,"(932, 47)"
6,69,A,22,Female,753,40,"(753, 40)"
