Image,PID,Group,Age,Gender,ClickX,ClickY,Click
3,196,A,28,Female,428,784,"(428, 784)"
3,59,A,15,Female,1022,1741,"(1022, 1741)"
3,234,A,21,Male,312,1856,"(312, 1856)"
3,80,A,19,Male,318,1486,"(318, 1486)"
3,53,A,20,Male,600,297,"(600, 297)"
3,131,A,54,Male,399,335,"(399, 335)"
3,299,A,39,Male,984,1746,"(984, 1746)"
3,204,A,40,Female,380,1505,"(380, 1505)"
3,141,A,21,Male,1009,1740,"(1009, 1740)"
3,143,A,56,Male,276,795,"(276, 795)"
3,96,A,24,Female,790,827,"(790, 827)"
3,219,A,24,Female,363,1349,"(363, 1349)"
3,97,A,50,Male,630,384,"(630, 384)"
3,34,A,20,Male,256,809,"(256, 809)"
3,235,A,43,Female,261,1886,"(261, 1886)"
3,39,A,21,Female,888,620,"(888, 620)"
3,230,A,55,Female,483,1501,"(483, 1501)"
3,15,A,52,Female,574,764,"(574, 764)"
3,128,A,20,Male,483,666,"(483, 666)"
3,160,A,24,Male,561,376,"(561, 376)"
3,121,A,58,Female,630,508,"(630, 508)"
3,307,A,19,Female,876,538,"(876, 538)"
3,32,A,54,Male,762,363,"(762, 363)"
3,8,A,30,Female,338,803,"(338, 803)"
3,367,A,20,Male,878,609,"(878, 609)"
3,144,A,22,Male,274,814,"(274, 814)"
3,298,A,37,Female,641,485,"(641, 485)"
3,169,A,61,Female,844,1326,"(844, 1326)"
3,17,A,52,Female,572,838,"(572, 838)"
3,26,A,39,Female,390,1482,"(390, 1482)"
3,342,A,18,Male,910,611,"(910, 611)"
3,100,A,16,Female,661,780,"(661, 780)"
3,177,A,36,Female,918,651,"(918, 651)"
3,91,A,52,Female,326,1858,"(326, 1858)"
3,148,A,42,Female,640,498,"(640, 498)"
3,187,A,45,Female,279,1847,"(279, 1847)"
3,124,A,59,Male,580,479,"(580, 479)"
3,72,A,26,Female,879,1064,"(879, 1064)"
3,119,A,35,Female,409,790,"(409, 790)"
3,353,A,20,Female,553,403,"(553, 403)"
3,317,A,18,Female,1192,572,"(1192, 572)"
3,44,A,17,Female,604,432,"(604, 432)"
3,232,A,17,Female,539,1170,"(539, 1170)"
3,233,A,22,Male,512,483,"(512, 483)"
3,77,A,23,Male,1016,1739,"(1016, 1739)"
3,106,A,51,Female,381,1220,"(381, 1220)"
3,332,A,22,Female,549,804,"(549, 804)"
3,64,A,22,Male,882,605,"(882, 605)"
3,311,A,27,Female,370,1276,"(370, 1276)"
3,36,A,23,Male,584,810,"(584, 810)"
3,130,A,42,Female,532,1392,"(532, 1392)"
3,150,A,35,Female,444,1510,"(444, 1510)"
3,83,A,51,Female,703,1113,"(703, 1113)"
3,166,A,28,Female,620,787,"(620, 787)"
3,51,A,25,Female,610,505,"(610, 505)"
3,199,A,56,Female,355,1454,"(355, 1454)"
3,16,A,20,Male,621,316,"(621, 316)"
3,69,A,22,Female,624,440,"(624, 440)"
