Image,PID,Group,Age,Gender,ClickX,ClickY,Click
4,178,B,39,Female,102,1344,"(102, 1344)"
4,136,B,57,Male,108,1271,"(108, 1271)"
4,243,B,54,Female,588,862,"(588, 862)"
4,320,B,19,Female,512,1175,"(512, 1175)"
4,265,B,66,Female,723,1285,"(723, 1285)"
4,111,B,44,Male,1021,878,"(1021, 878)"
4,62,B,51,Female,520,934,"(520, 934)"
4,159,B,36,Male,135,295,"(135, 295)"
4,344,B,18,Female,543,653,"(543, 653)"
4,205,B,54,Female,544,951,"(544, 951)"
4,291,B,20,Male,736,263,"(736, 263)"
4,47,B,21,Male,574,476,"(574, 476)"
4,240,B,17,Female,531,953,"(531, 953)"
4,221,B,51,Female,553,957,"(553, 957)"
4,251,B,49,Female,180,1269,"(180, 1269)"
4,260,B,57,Female,240,1280,"(240, 1280)"
4,81,B,33,Female,522,906,"(522, 906)"
4,236,B,37,Female,528,721,"(528, 721)"
4,252,B,52,Female,711,1035,"(711, 1035)"
4,20,B,56,Female,537,967,"(537, 967)"
4,54,B,53,Female,754,1087,"(754, 1087)"
4,215,B,37,Female,223,1333,"(223, 1333)"
4,301,B,19,Male,771,1588,"(771, 1588)"
4,194,B,57,Female,573,729,"(573, 729)"
4,335,B,21,Female,504,1070,"(504, 1070)"
4,241,B,60,Male,574,675,"(574, 675)"
4,247,B,22,Female,541,835,"(541, 835)"
4,286,B,29,Female,490,1001,"(490, 1001)"
4,55,B,18,Male,584,943,"(584, 943)"
4,294,B,23,Male,548,905,"(548, 905)"
4,99,B,46,Female,625,1339,"(625, 1339)"
4,107,B,56,Female,277,1275,"(277, 1275)"
4,49,B,41,Male,605,920,"(605, 920)"
4,341,B,18,Female,511,906,"(511, 906)"
4,253,B,20,Male,342,1439,"(342, 1439)"
4,152,B,45,Female,549,911,"(549, 911)"
4,274,B,60,Female,644,1329,"(644, 1329)"
4,257,B,51,Male,675,1295,"(675, 1295)"
4,182,B,40,Female,825,1308,"(825, 1308)"
4,309,B,19,Female,579,1172,"(579, 1172)"
4,308,B,18,Male,555,906,"(555, 906)"
4,271,B,22,Male,545,921,"(545, 921)"
4,339,B,51,Female,573,1263,"(573, 1263)"
4,168,B,55,Male,979,930,"(979, 930)"
4,282,B,38,Female,531,990,"(531, 990)"
4,21,B,43,Female,494,888,"(494, 888)"
4,261,B,34,Male,807,1560,"(807, 1560)"
4,57,B,49,Female,430,1276,"(430, 1276)"
4,162,B,53,Female,535,923,"(535, 923)"
4,280,B,51,Female,526,973,"(526, 973)"
