Image,PID,Group,Age,Gender,ClickX,ClickY,Click
5,177,A,36,Female,1349,778,"(1349, 778)"
5,91,A,52,Female,1300,553,"(1300, 553)"
5,148,A,42,Female,225,818,"(225, 818)"
5,187,A,45,Female,1024,1411,"(1024, 1411)"
5,124,A,59,Male,1340,524,"(1340, 524)"
5,72,A,26,Female,1285,291,"(1285, 291)"
5,353,A,20,Female,1336,508,"(1336, 508)"
5,317,A,18,Female,1252,669,"(1252, 669)"
5,44,A,17,Female,1319,576,"(1319, 576)"
5,232,A,17,Female,1280,568,"(1280, 568)"
5,233,A,22,Male,953,484,"(953, 484)"
5,77,A,23,Male,765,821,"(765, 821)"
5,106,A,51,Female,1344,540,"(1344, 540)"
5,332,A,22,Female,1227,533,"(1227, 533)"
5,64,A,22,Male,1349,536,"(1349, 536)"
5,311,A,27,Female,1832,1569,"(1832, 1569)"
5,36,A,23,Male,1237,511,"(1237, 511)"
5,130,A,42,Female,545,350,"(545, 350)"
5,150,A,35,Female,552,352,"(552, 352)"
5,83,A,51,Female,523,305,"(523, 305)"
5,166,A,28,Female,1250,516,"(1250, 516)"
5,51,A,25,Female,1239,585,"(1239, 585)"
5,199,A,56,Female,821,340,"(821, 340)"
5,16,A,20,Male,1336,483,"(1336, 483)"
5,69,A,22,Female,585,330,"(585, 330)"
