Image,PID,Group,Age,Gender,ClickX,ClickY,Click
5,208,B,30,Female,1322,549,"(1322, 549)"
5,28,B,30,Male,1314,523,"(1314, 523)"
5,364,B,19,Female,1216,531,"(1216, 531)"
5,146,B,21,Male,792,308,"(792, 308)"
5,112,B,47,Female,1214,511,"(1214, 511)"
5,118,B,51,Female,505,325,"(505, 325)"
5,347,B,18,Female,1275,780,"(1275, 780)"
5,321,B,18,Female,561,556,"(561, 556)"
5,277,B,46,Male,1224,506,"(1224, 506)"
5,340,B,18,Female,1348,850,"(1348, 850)"
5,31,B,54,Male,1388,976,"(1388, 976)"
5,207,B,32,Male,1319,508,"(1319, 508)"
5,7,B,20,Male,612,335,"(612, 335)"
5,249,B,54,Female,1326,540,"(1326, 540)"
5,48,B,42,Female,1689,1544,"(1689, 1544)"
5,157,B,44,Female,1198,578,"(1198, 578)"
5,264,B,38,Female,1328,558,"(1328, 558)"
5,154,B,44,Female,1296,540,"(1296, 540)"
5,95,B,23,Male,1239,535,"(1239, 535)"
5,365,B,18,Male,634,339,"(634, 339)"
5,149,B,43,Female,528,323,"(528, 323)"
5,256,B,53,Female,947,541,"(947, 541)"
5,248,B,39,Female,1265,511,"(1265, 511)"
5,88,B,32,Male,1280,527,"(1280, 527)"
5,337,B,18,Female,1377,864,"(1377, 864)"
5,333,B,24,Male,1286,556,"(1286, 556)"
5,73,B,61,Female,581,579,"(581, 579)"
5,269,B,27,Male,581,341,"(581, 341)"
5,191,B,53,Female,1002,867,"(1002, 867)"
5,178,B,39,Female,1280,549,"(1280, 549)"
5,136,B,57,Male,1265,499,"(1265, 499)"
5,243,B,54,Female,1300,524,"(1300, 524)"
5,320,B,19,Female,1236,918,"(1236, 918)"
5,265,B,66,Female,988,372,"(988, 372)"
5,111,B,44,Male,1270,545,"(1270, 545)"
5,62,B,51,Female,1179,957,"(1179, 957)"
5,159,B,36,Male,1220,633,"(1220, 633)"
5,344,B,18,Female,1312,536,"(1312, 536)"
5,205,B,54,Female,1214,512,"(1214, 512)"
5,291,B,20,Male,1294,286,"(1294, 286)"
5,47,B,21,Male,1223,498,"(1223, 498)"
5,240,B,17,Female,1319,573,"(1319, 573)"
5,221,B,51,Female,1221,563,"(1221, 563)"
5,251,B,49,Female,1250,541,"(1250, 541)"
5,260,B,57,Female,1317,520,"(1317, 520)"
5,81,B,33,Female,1358,566,"(1358, 566)"
5,236,B,37,Female,1378,570,"(1378, 570)"
5,252,B,52,Female,1360,539,"(1360, 539)"
5,20,B,56,Female,1265,567,"(1265, 567)"
5,54,B,53,Female,892,401,"(892, 401)"
5,215,B,37,Female,704,590,"(704, 590)"
5,301,B,19,Male,1295,984,"(1295, 984)"
5,194,B,57,Female,1280,489,"(1280, 489)"
5,335,B,21,Female,1324,943,"(1324, 943)"
5,241,B,60,Male,1342,470,"(1342, 470)"
5,247,B,22,Female,1290,547,"(1290, 547)"
5,286,B,29,Female,1296,539,"(1296, 539)"
5,55,B,18,Male,969,551,"(969, 551)"
5,294,B,23,Male,754,1043,"(754, 1043)"
5,99,B,46,Female,913,586,"(913, 586)"
5,107,B,56,Female,1255,534,"(1255, 534)"
5,49,B,41,Male,1300,686,"(1300, 686)"
5,341,B,18,Female,567,655,"(567, 655)"
5,40,B,28,Female,1357,488,"(1357, 488)"
5,253,B,20,Male,999,955,"(999, 955)"
5,152,B,45,Female,1344,595,"(1344, 595)"
5,274,B,60,Female,1275,487,"(1275, 487)"
5,257,B,51,Male,1320,507,"(1320, 507)"
5,182,B,40,Female,667,318,"(667, 318)"
5,309,B,19,Female,1423,874,"(1423, 874)"
5,308,B,18,Male,557,655,"(557, 655)"
5,271,B,22,Male,1260,506,"(1260, 506)"
5,339,B,51,Female,1285,587,"(1285, 587)"
5,168,B,55,Male,1335,502,"(1335, 502)"
5,282,B,38,Female,1285,486,"(1285, 486)"
5,21,B,43,Female,684,341,"(684, 341)"
5,261,B,34,Male,854,579,"(854, 579)"
5,57,B,49,Female,1197,576,"(1197, 576)"
5,162,B,53,Female,1333,516,"(1333, 516)"
5,280,B,51,Female,561,391,"(561, 391)"
