Image,PID,Group,Age,Gender,ClickX,ClickY,Click
2,156,A,43,Male,677,376,"(677, 376)"
2,231,A,18,Female,533,863,"(533, 863)"
2,185,A,26,Female,1187,585,"(1187, 585)"
2,52,A,28,Female,1172,552,"(1172, 552)"
2,184,A,53,Female,660,376,"(660, 376)"
2,65,A,25,Female,528,313,"(528, 313)"
2,165,A,31,Female,1104,546,"(1104, 546)"
2,56,A,21,Male,770,670,"(770, 670)"
2,183,A,39,Female,1050,523,"(1050, 523)"
2,323,A,19,Female,384,1032,"(384, 1032)"
2,90,A,20,Female,1434,833,"(1434, 833)"
2,2,A,17,Male,322,281,"(322, 281)"
2,116,A,28,Male,423,897,"(423, 897)"
2,123,A,40,Female,428,371,"(428, 371)"
2,18,A,40,Female,1347,925,"(1347, 925)"
2,239,A,46,Female,1142,781,"(1142, 781)"
2,331,A,18,Female,1179,560,"(1179, 560)"
2,87,A,17,Female,659,498,"(659, 498)"
2,117,A,44,Female,587,523,"(587, 523)"
2,324,A,19,Female,1072,278,"(1072, 278)"
2,164,A,54,Female,1078,529,"(1078, 529)"
2,189,A,44,Female,525,832,"(525, 832)"
2,181,A,54,Female,1195,517,"(1195, 517)"
2,14,A,20,Male,1324,909,"(1324, 909)"
2,1,A,20,Male,573,409,"(573, 409)"
2,89,A,20,Female,1053,513,"(1053, 513)"
2,200,A,31,Female,784,600,"(784, 600)"
2,325,A,18,Female,700,660,"(700, 660)"
2,110,A,22,Male,1102,514,"(1102, 514)"
2,175,A,43,Male,880,451,"(880, 451)"
2,145,A,19,Female,707,263,"(707, 263)"
2,292,A,54,Male,597,419,"(597, 419)"
2,312,A,18,Female,1521,852,"(1521, 852)"
2,173,A,41,Female,1005,507,"(1005, 507)"
2,319,A,27,Female,1925,810,"(1925, 810)"
2,190,A,48,Female,1482,821,"(1482, 821)"
2,305,A,20,Male,561,693,"(561, 693)"
2,217,A,32,Male,863,1101,"(863, 1101)"
2,287,A,21,Male,610,430,"(610, 430)"
2,196,A,28,Female,1420,32,"(1420, 32)"
2,59,A,15,Female,1075,728,"(1075, 728)"
2,234,A,21,Male,937,896,"(937, 896)"
2,80,A,19,Male,1381,836,"(1381, 836)"
2,53,A,20,Male,1125,331,"(1125, 331)"
2,131,A,54,Male,1109,547,"(1109, 547)"
2,299,A,39,Male,689,513,"(689, 513)"
2,204,A,40,Female,410,493,"(410, 493)"
2,141,A,21,Male,410,812,"(410, 812)"
2,143,A,56,Male,1152,576,"(1152, 576)"
2,96,A,24,Female,1103,649,"(1103, 649)"
2,219,A,24,Female,630,473,"(630, 473)"
2,97,A,50,Male,925,832,"(925, 832)"
2,34,A,20,Male,1073,292,"(1073, 292)"
2,235,A,43,Female,443,834,"(443, 834)"
2,39,A,21,Female,1421,847,"(1421, 847)"
2,230,A,55,Female,496,836,"(496, 836)"
2,15,A,52,Female,1153,552,"(1153, 552)"
2,128,A,20,Male,864,443,"(864, 443)"
2,160,A,24,Male,513,494,"(513, 494)"
2,121,A,58,Female,897,456,"(897, 456)"
2,307,A,19,Female,670,509,"(670, 509)"
2,32,A,54,Male,475,831,"(475, 831)"
2,8,A,30,Female,674,440,"(674, 440)"
2,367,A,20,Male,1106,524,"(1106, 524)"
2,144,A,22,Male,404,519,"(404, 519)"
2,298,A,37,Female,718,461,"(718, 461)"
2,169,A,61,Female,735,372,"(735, 372)"
2,17,A,52,Female,458,541,"(458, 541)"
2,26,A,39,Female,608,533,"(608, 533)"
2,342,A,18,Male,503,274,"(503, 274)"
2,100,A,16,Female,722,465,"(722, 465)"
2,177,A,36,Female,357,294,"(357, 294)"
2,91,A,52,Female,1152,538,"(1152, 538)"
2,148,A,42,Female,1466,818,"(1466, 818)"
2,124,A,59,Male,1447,747,"(1447, 747)"
2,72,A,26,Female,567,467,"(567, 467)"
2,119,A,35,Female,1182,552,"(1182, 552)"
2,353,A,20,Female,1162,508,"(1162, 508)"
2,317,A,18,Female,473,646,"(473, 646)"
2,44,A,17,Female,1073,576,"(1073, 576)"
2,232,A,17,Female,598,391,"(598, 391)"
2,233,A,22,Male,592,488,"(592, 488)"
2,77,A,23,Male,606,565,"(606, 565)"
2,106,A,51,Female,852,402,"(852, 402)"
2,332,A,22,Female,613,448,"(613, 448)"
2,64,A,22,Male,1088,536,"(1088, 536)"
2,311,A,27,Female,1401,1295,"(1401, 1295)"
2,36,A,23,Male,534,535,"(534, 535)"
2,130,A,42,Female,370,295,"(370, 295)"
2,150,A,35,Female,1133,591,"(1133, 591)"
2,83,A,51,Female,874,348,"(874, 348)"
2,166,A,28,Female,1108,561,"(1108, 561)"
2,51,A,25,Female,614,462,"(614, 462)"
2,199,A,56,Female,493,578,"(493, 578)"
2,16,A,20,Male,1475,747,"(1475, 747)"
2,69,A,22,Female,699,246,"(699, 246)"
