Image,PID,Group,Age,Gender,ClickX,ClickY,Click
2,310,B,21,Female,578,330,"(578, 330)"
2,133,B,55,Male,337,110,"(337, 110)"
2,27,B,34,Female,1489,785,"(1489, 785)"
2,328,B,24,Female,475,416,"(475, 416)"
2,270,B,20,Male,327,144,"(327, 144)"
2,135,B,31,Female,1115,345,"(1115, 345)"
2,70,B,19,Male,459,386,"(459, 386)"
2,37,B,55,Female,1138,303,"(1138, 303)"
2,33,B,53,Female,1133,96,"(1133, 96)"
2,316,B,19,Female,586,831,"(586, 831)"
2,78,B,32,Female,668,466,"(668, 466)"
2,127,B,37,Female,821,516,"(821, 516)"
2,263,B,35,Male,396,399,"(396, 399)"
2,98,B,60,Female,737,447,"(737, 447)"
2,23,B,23,Male,1164,116,"(1164, 116)"
2,210,B,48,Male,645,424,"(645, 424)"
2,172,B,56,Female,871,393,"(871, 393)"
2,68,B,36,Female,1490,1306,"(1490, 1306)"
2,359,B,19,Female,518,359,"(518, 359)"
2,198,B,31,Female,499,416,"(499, 416)"
2,79,B,41,Female,1140,297,"(1140, 297)"
2,259,B,57,Male,545,447,"(545, 447)"
2,227,B,50,Female,664,528,"(664, 528)"
2,254,B,39,Female,664,394,"(664, 394)"
2,138,B,22,Male,552,369,"(552, 369)"
2,142,B,65,Female,635,399,"(635, 399)"
2,275,B,46,Male,1079,287,"(1079, 287)"
2,250,B,67,Female,865,410,"(865, 410)"
2,147,B,50,Female,656,493,"(656, 493)"
2,214,B,29,Female,629,759,"(629, 759)"
2,129,B,43,Female,1173,306,"(1173, 306)"
2,9,B,40,Male,1207,882,"(1207, 882)"
2,281,B,48,Female,571,355,"(571, 355)"
2,132,B,41,Female,410,455,"(410, 455)"
2,206,B,52,Female,1003,571,"(1003, 571)"
2,358,B,18,Female,547,365,"(547, 365)"
2,258,B,23,Male,578,409,"(578, 409)"
2,12,B,36,Male,534,398,"(534, 398)"
2,368,B,19,Female,547,384,"(547, 384)"
2,278,B,23,Male,1099,571,"(1099, 571)"
2,153,B,49,Female,588,425,"(588, 425)"
2,229,B,51,Female,549,427,"(549, 427)"
2,279,B,20,Male,1167,531,"(1167, 531)"
2,158,B,52,Female,815,775,"(815, 775)"
2,245,B,50,Female,640,367,"(640, 367)"
2,289,B,20,Male,600,364,"(600, 364)"
2,268,B,55,Female,990,981,"(990, 981)"
2,288,B,23,Female,644,107,"(644, 107)"
2,273,B,33,Male,775,556,"(775, 556)"
2,61,B,24,Female,1511,711,"(1511, 711)"
2,283,B,28,Female,646,524,"(646, 524)"
2,195,B,54,Female,510,485,"(510, 485)"
2,336,B,19,Female,464,444,"(464, 444)"
2,103,B,27,Male,424,824,"(424, 824)"
2,13,B,32,Female,685,480,"(685, 480)"
2,174,B,42,Male,597,427,"(597, 427)"
2,296,B,23,Male,735,522,"(735, 522)"
2,272,B,56,Female,1092,573,"(1092, 573)"
2,186,B,37,Male,468,340,"(468, 340)"
2,3,B,27,Male,454,415,"(454, 415)"
2,363,B,21,Male,470,382,"(470, 382)"
2,276,B,37,Male,689,477,"(689, 477)"
2,362,B,18,Female,621,433,"(621, 433)"
2,225,B,57,Female,724,450,"(724, 450)"
2,85,B,52,Male,625,477,"(625, 477)"
2,102,B,41,Female,522,465,"(522, 465)"
2,211,B,53,Female,674,420,"(674, 420)"
2,267,B,32,Male,650,573,"(650, 573)"
2,19,B,52,Female,835,401,"(835, 401)"
2,304,B,19,Female,589,1469,"(589, 1469)"
2,313,B,21,Female,601,736,"(601, 736)"
2,120,B,53,Female,650,391,"(650, 391)"
2,108,B,34,Female,484,389,"(484, 389)"
2,216,B,28,Female,635,373,"(635, 373)"
2,244,B,53,Female,855,374,"(855, 374)"
2,188,B,56,Male,1210,297,"(1210, 297)"
